ym,discharge_cfs_mean,log_q,log_q_anomaly,precip_mm_sum,n_days_reported,spi_1,spi_3,spi_6,spi_12,month_sin,month_cos,log_q_anomaly_lag1,log_chl_anomaly,log_q_anomaly_lag0,log_q_anomaly_lag2,log_q_anomaly_lag3,sst_anomaly,wind_speed_anomaly
2004-08,126.08387096774192,4.83694732811083,-0.5249026444587228,53.6,31.0,-2.158733381010489,-2.6462112177021377,,,-0.8660254037844384,-0.5000000000000004,0.2499995172366098,-0.5714929483598801,-0.5249026444587228,0.4780838806461407,1.6845901060946362,-0.2659186535764384,-0.0048718452
2004-09,817.6466666666668,6.706430295446145,1.2094422424214235,326.9,30.0,1.0640765750214964,-0.6633709962849513,,,-1.0,-1.8369701987210294e-16,-0.5249026444587228,0.3691761699668983,1.2094422424214235,0.2499995172366098,0.4780838806461407,-0.8968805597201381,-0.5137687
2004-10,175.61290322580646,5.1682821592862105,-0.3922044940169815,115.4,31.0,-0.7152943018245553,-0.5289615911620829,0.1213643604613853,,-0.8660254037844386,0.5000000000000001,1.2094422424214235,0.5204502776397066,-0.3922044940169815,-0.5249026444587228,0.2499995172366098,-0.48539878447872553,-1.3037868
2004-11,281.3,5.6394217154958115,0.0941601411862533,142.5,30.0,-0.184946440382435,0.1012821568795897,-1.2235388408308014,,-0.5000000000000004,0.8660254037844384,-0.3922044940169815,0.5995250025229789,0.0941601411862533,1.2094422424214235,-0.5249026444587228,-1.0414347826086932,1.6872087
2004-12,114.66451612903224,4.742010613840745,-0.4337882907523225,71.9,31.0,-0.8522967620646797,-0.9282948968851972,-1.217346807738117,,-2.4492935982947064e-16,1.0,0.0941601411862533,0.1695305483728738,-0.4337882907523225,-0.3922044940169815,1.2094422424214235,-0.9977040673211768,1.0527167
2005-01,185.71612903225807,5.224219319903369,0.3770610529907383,241.6,31.0,1.8818702927573132,0.2271837445257394,-0.3141792996586208,,0.4999999999999999,0.8660254037844387,-0.4337882907523225,0.5680430487538214,0.3770610529907383,0.0941601411862533,-0.3922044940169815,-1.1885349462365582,1.7240486
2005-02,69.2357142857143,4.237516831883304,-0.3778519184014586,17.6,26.0,-1.435714652249521,-0.0335035611453532,0.0873216484972089,,0.8660254037844386,0.5000000000000001,0.3770610529907383,0.5368259920160213,-0.3778519184014586,-0.4337882907523225,0.0941601411862533,-1.2481181011676696,-1.1954374
2005-03,46.0516129032258,3.829762787130859,-0.5931520146320031,3.0,31.0,-2.0814330641248495,-0.1217966671533787,-0.9877649997912537,,1.0,6.123233995736766e-17,-0.3778519184014586,-0.39499336135283,-0.5931520146320031,0.3770610529907383,-0.4337882907523225,-0.44915501792114654,-2.016393
2005-04,71.21333333333334,4.26568006680346,-0.2797957136377986,363.7,28.0,2.041931667106856,0.6645951673963715,0.4798292057066225,0.379756620294443,0.8660254037844387,-0.4999999999999998,-0.5931520146320031,-0.2690063799901698,-0.2797957136377986,-0.3778519184014586,0.3770610529907383,0.36040277777777874,-1.674969
2005-05,271.11290322580646,5.602535351188303,0.54618294311034,192.8,31.0,0.2869993358712739,1.0150002936759608,0.6697064692506065,-0.6037394038481776,0.4999999999999999,-0.8660254037844387,-0.2797957136377986,0.6534875373234506,0.54618294311034,-0.5931520146320031,-0.3778519184014586,0.1966532258064504,-2.1898763
2005-07,507.258064516129,6.229019877083495,1.0843659813869708,253.5,31.0,0.9994870444716444,0.7956051869843206,0.9297051008852834,0.3619215908977113,-0.4999999999999998,-0.8660254037844388,0.54618294311034,-0.1955052655163895,1.0843659813869708,-0.2797957136377986,-0.5931520146320031,0.30488078541374364,-1.0714598
2005-08,346.7096774193548,5.848487765250235,0.4866377926806819,176.9,31.0,-0.1196170744476151,0.6918295524941956,0.9671501667301088,0.6381509351162195,-0.8660254037844384,-0.5000000000000004,1.0843659813869708,0.4528873036439438,0.4866377926806819,0.54618294311034,-0.2797957136377986,0.5263394109396913,-1.5966387
2005-09,125.64,4.833420674670446,-0.6635673783542755,149.70000000000002,30.0,-0.3261925253073345,0.1219259091210535,0.936378973812834,0.1264163711737591,-1.0,-1.8369701987210294e-16,0.4866377926806819,-0.4463112107804785,-0.6635673783542755,1.0843659813869708,0.54618294311034,0.6677861069465258,-1.5561922
2005-10,1005.8709677419356,6.9136090797513505,1.3531224264481585,406.6,31.0,1.672486290902208,0.6658584731441569,0.835761532325042,0.8949900977254659,-0.8660254037844386,0.5000000000000001,-0.6635673783542755,0.4237860800334269,1.3531224264481585,0.4866377926806819,1.0843659813869708,0.07911734455353425,0.5167675
2005-11,425.8333333333333,6.0540480334097495,0.5087864591001914,145.0,30.0,-0.1595903568910692,0.6596537711815753,0.7286118926747325,0.9364085096214518,-0.5000000000000004,0.8660254037844384,1.3531224264481585,-0.0350200202881535,0.5087864591001914,-0.6635673783542755,0.4866377926806819,-0.2547681159420314,1.3249412
2005-12,191.32258064516128,5.25396090735358,0.0781620027605125,59.4,31.0,-1.0925594677183008,0.5528494701468619,0.3623527236148509,0.792281022070133,-2.4492935982947064e-16,1.0,0.5087864591001914,0.0192554867144608,0.0781620027605125,1.3531224264481585,-0.6635673783542755,-0.3573814866760152,0.17103577
2006-01,158.29032258064515,5.064430831604757,0.2172725646921263,191.8,31.0,1.3311910850794528,-0.10718185537441,0.3220252721791988,0.7227411872625128,0.4999999999999999,0.8660254037844387,0.0781620027605125,-0.2006630195132561,0.2172725646921263,0.5087864591001914,1.3531224264481585,-0.3356317204301078,1.185111
2006-02,111.17857142857144,4.711137660266404,0.0957689099816416,32.5,28.0,-0.8883078247362222,-0.4957819645704192,0.3668974968689522,0.9182824569879032,0.8660254037844386,0.5000000000000001,0.2172725646921263,-0.1375131627818373,0.0957689099816416,0.0781620027605125,0.5087864591001914,-0.3566895297391035,-0.3089981
2006-03,110.87096774193547,4.7083670723646875,0.2854522706018256,178.5,31.0,1.2134222342446934,1.029123533549018,0.9704225580527852,1.2177220813782732,1.0,6.123233995736766e-17,0.0957689099816416,-0.2835752535853106,0.2854522706018256,0.2172725646921263,0.0781620027605125,-0.16496146953405244,-1.3902316
2006-07,626.0322580645161,6.439401900226949,1.2947480045304252,148.5,29.0,0.0614770802805945,-0.2114082260662931,,,-0.4999999999999998,-0.8660254037844388,0.82996839626224,-0.1843122508099206,1.2947480045304252,-0.5874824212825276,0.2118430827034174,-0.17060308555399573,0.17759752
2006-08,218.29032258064515,5.385825931747079,0.0239759591775259,438.3,30.0,2.046618267017145,1.1903881854039988,,,-0.8660254037844384,-0.5000000000000004,1.2947480045304252,0.0851082862645509,0.0239759591775259,0.82996839626224,-0.5874824212825276,-0.3578541374474078,-0.29663897
2006-09,132.7,4.888090941338162,-0.6088971116865594,271.8,30.0,0.7013364435861387,1.2943057562859266,,,-1.0,-1.8369701987210294e-16,0.0239759591775259,0.3339381567263526,-0.6088971116865594,1.2947480045304252,0.82996839626224,0.10178610694653045,-1.4935329
2006-10,330.3709677419355,5.800216167755564,0.2397295144523719,226.9,30.0,0.4395148649908594,1.500605910895042,0.743936835899119,,-0.8660254037844386,0.5000000000000001,-0.6088971116865594,-0.4198607712820474,0.2397295144523719,0.0239759591775259,1.2947480045304252,-0.07668910705937293,-0.89770484
2006-11,179.5,5.190175207928333,-0.3550863663812249,94.5,30.0,-0.7383994462990485,0.1438926729367686,0.7478549518426846,,-0.5000000000000004,0.8660254037844384,0.2397295144523719,-0.3747274526712787,-0.3550863663812249,-0.6088971116865594,0.0239759591775259,0.2742318840579685,-0.23721743
2006-12,137.0,4.919980925828125,-0.2558179787649424,43.099999999999994,28.0,-1.442387546411336,-0.7074613023858253,0.4635658977522915,,-2.4492935982947064e-16,1.0,-0.3550863663812249,0.0573877034648521,-0.2558179787649424,0.2397295144523719,-0.6088971116865594,-0.08544600280504966,0.9719467
2007-01,87.03225806451613,4.466278832282555,-0.3808794346300761,63.8,31.0,-0.7632279887886111,-1.5235560330373965,0.3524495931460115,,0.4999999999999999,0.8660254037844387,-0.2558179787649424,-0.4079427486715419,-0.3808794346300761,-0.3550863663812249,0.2397295144523719,-0.00014784946236545693,0.1247344
2007-02,63.28928571428571,4.1477160528060955,-0.467652697478667,27.4,28.0,-1.0565891983570603,-2.444654919162374,-0.7548480544075025,,0.8660254037844386,0.5000000000000001,-0.3808794346300761,-0.1705704805404717,-0.467652697478667,-0.2558179787649424,-0.3550863663812249,0.11973904168947058,-0.9827113
2007-03,62.11612903225806,4.129005681983716,-0.2939091197791459,34.1,31.0,-1.0519775124987414,-1.7644653490618964,-1.600540326633876,,1.0,6.123233995736766e-17,-0.467652697478667,-0.3353697646910321,-0.2939091197791459,-0.3808794346300761,-0.2558179787649424,0.184070788530466,-0.37887096
2007-07,75.02903225806452,4.317875135407877,-0.8267787602886472,38.6,31.0,-1.7096938328744415,-1.612307318065253,,,-0.4999999999999998,-0.8660254037844388,-1.216954435514796,-0.237250675327548,-0.8267787602886472,-1.0586845503277096,-0.208315767107484,0.009719495091164987,-0.6213155
2007-08,139.93548387096774,4.941181486901673,-0.4206684856678802,112.4,31.0,-0.9794794315853862,-1.403711968737904,,,-0.8660254037844384,-0.5000000000000004,-0.8267787602886472,-0.0563954140764162,-0.4206684856678802,-1.216954435514796,-1.0586845503277096,-0.02043478260869591,0.37254763
2007-09,98.54333333333334,4.5904963837542985,-0.906491669270423,98.5,30.0,-0.9393395922266838,-1.946668473744802,,,-1.0,-1.8369701987210294e-16,-0.4206684856678802,-0.2089808594288182,-0.906491669270423,-0.8267787602886472,-1.216954435514796,-0.10654722638680525,-0.24540806
2007-10,684.5032258064516,6.528693357363785,0.9682067040605932,228.6,31.0,0.4537475915306224,-0.8681145263715279,-1.7392680773022673,,-0.8660254037844386,0.5000000000000001,-0.906491669270423,0.0766987239455245,0.9682067040605932,-0.4206684856678802,-0.8267787602886472,-0.13959233286582418,0.42531633
2007-11,199.26666666666668,5.294643961181728,-0.2506176131278304,77.8,28.0,-0.970492903665062,-0.9313628174532632,-1.473962427872858,,-0.5000000000000004,0.8660254037844384,0.9682067040605932,0.0701800016139015,-0.2506176131278304,-0.906491669270423,-0.4206684856678802,-0.32276811594202925,0.06468773
2007-12,467.5806451612903,6.147571836870609,0.971772932277542,247.4,31.0,1.2325072262944643,0.2961609761186657,-1.0415230657873744,,-2.4492935982947064e-16,1.0,-0.2506176131278304,0.318071245936634,0.971772932277542,0.9682067040605932,-0.906491669270423,-0.4873814866760142,0.32006454
2008-01,151.60967741935482,5.021309306390909,0.1741510394782777,77.89999999999999,27.0,-0.4370134085724979,-0.0669454062582561,-0.7466895989483274,,0.4999999999999999,0.8660254037844387,0.971772932277542,0.1627414309070243,0.1741510394782777,-0.2506176131278304,0.9682067040605932,-0.3298252688172063,-0.8245983
2008-02,83.58965517241379,4.425919770477216,-0.1894489798075467,46.4,29.0,-0.4988789007476091,0.3283298677120783,-0.5223921456943448,,0.8660254037844386,0.5000000000000001,0.1741510394782777,-0.1369577507837927,-0.1894489798075467,0.971772932277542,-0.2506176131278304,-0.5304456873745664,1.266758
2008-03,58.46774193548387,4.0684751822436835,-0.3544396195191783,40.3,29.0,-0.881536839449917,-1.2001553210632343,-0.3229841873974344,,1.0,6.123233995736766e-17,-0.1894489798075467,-0.0076525083089098,-0.3544396195191783,0.1741510394782777,0.971772932277542,-0.7562517921146963,0.14679527
2008-04,129.29666666666668,4.862109505605341,0.316633725164082,158.6,30.0,0.4985944218960664,-0.4113643650930233,-0.4217121515244315,-1.6420064929746991,0.8660254037844387,-0.4999999999999998,-0.3544396195191783,0.0288928774804075,0.316633725164082,-0.1894489798075467,0.1741510394782777,-0.8919305555555539,0.096889496
2008-05,60.593548387096774,4.104188425148631,-0.9521639829293322,63.9,31.0,-1.1458194221335627,-1.0069712113513725,-0.8362209263460958,-1.624959364050638,0.4999999999999999,-0.8660254037844387,0.316633725164082,-0.2507772198926645,-0.9521639829293322,-0.3544396195191783,-0.1894489798075467,-0.27592741935484355,-1.1969938
2008-06,65.47666666666666,4.181693845078075,-0.8660735404393236,45.0,28.0,-0.7997995654728092,-0.8683878428618014,-1.4719883299124836,-1.8030316840689984,1.2246467991473532e-16,-1.0,-0.9521639829293322,-0.6513323067506933,-0.8660735404393236,0.316633725164082,-0.3544396195191783,-0.3254410919540227,-0.50916576
2008-07,29.893548387096775,3.3976426841074994,-1.7470112115890246,147.3,28.0,0.0485099903742431,-0.9377588365701884,-1.1969446390865088,-1.361393306502228,-0.4999999999999998,-0.8660254037844388,-0.8660735404393236,-0.0319140988727824,-1.7470112115890246,-0.9521639829293322,0.316633725164082,-0.44673211781206135,-0.72040796
2008-08,167.3741935483871,5.120231985767538,-0.2416179868020149,299.8,30.0,1.0549994857132667,0.1406123982637109,-0.5213933012924625,-1.044737938190525,-0.8660254037844384,-0.5000000000000004,-1.7470112115890246,-0.1854618803568379,-0.2416179868020149,-0.8660735404393236,-0.9521639829293322,-0.3010799438990226,-1.4284267
2008-09,1064.3366666666666,6.970107035892692,1.4731189828679705,302.0,30.0,0.905476371479316,0.8682571658831392,0.0556988147462208,-0.3679597891468178,-1.0,-1.8369701987210294e-16,-0.2416179868020149,-0.0345782179187201,1.4731189828679705,-1.7470112115890246,-0.8660735404393236,-0.3588805597201379,-0.18691921
2008-10,278.9032258064516,5.630864860742431,0.0703782074392389,239.8,31.0,0.5458175328193352,1.1263140016180433,0.0962861021356025,-0.3046845829155683,-0.8660254037844386,0.5000000000000001,1.4731189828679705,0.2296887687574864,0.0703782074392389,-0.2416179868020149,-1.7470112115890246,-0.6544310425432407,0.5341234
2008-11,190.32333333333332,5.248724380203104,-0.2965371941064543,79.2,27.0,-0.950016670778525,0.282112535411114,0.169775856141099,-0.3303586457428314,-0.5000000000000004,0.8660254037844384,0.0703782074392389,-0.4973313857328694,-0.2965371941064543,1.4731189828679705,-0.2416179868020149,-0.350101449275364,0.58069277
2008-12,90.30967741935484,4.503244624330239,-0.6725542802628288,116.1,31.0,-0.1553464864545606,-0.2991984290787864,0.3402932350801351,-0.5081675718220567,-2.4492935982947064e-16,1.0,-0.2965371941064543,-0.2307324584307001,-0.6725542802628288,0.0703782074392389,1.4731189828679705,-0.7538330995792428,1.1514392
2009-01,110.1032258064516,4.701418342177283,-0.1457399247353477,158.5,31.0,0.9099407579854644,-0.3654352624795131,0.541531572304802,-0.3036322438275928,0.4999999999999999,0.8660254037844387,-0.6725542802628288,-0.2165904268260312,-0.1457399247353477,-0.2965371941064543,0.0703782074392389,-0.7198252688172033,-0.06752682
2009-02,90.62857142857142,4.5067695212653245,-0.1085992290194379,75.4,28.0,0.1197596579414028,0.138410600279703,0.3113321653751027,-0.1837504603998918,0.8660254037844386,0.5000000000000001,-0.1457399247353477,-0.1162001564626666,-0.1085992290194379,-0.6725542802628288,-0.2965371941064543,-0.5181181011676728,0.8822613
2009-03,168.59032258064516,5.127471645229077,0.7045568434662153,249.1,29.0,1.860454834318629,1.5699016703212898,0.5825302621050605,0.2776250992386653,1.0,6.123233995736766e-17,-0.1085992290194379,0.3599312785247155,0.7045568434662153,-0.1457399247353477,-0.6725542802628288,-0.9562517921146956,0.6303625
2009-04,82.27666666666667,4.410087551891523,-0.1353882285497363,87.7,30.0,-0.3503405687375569,0.8477892606805952,0.1489333600672534,0.1669081634578242,0.8660254037844387,-0.4999999999999998,0.7045568434662153,0.0394386608215113,-0.1353882285497363,-0.1085992290194379,-0.1457399247353477,-0.753597222222222,0.5055108
2009-05,539.3967741935484,6.290451430327251,1.2340990222492882,161.4,27.0,0.0219580417802115,0.6703382909569515,0.4424342185283914,0.3909316026076704,0.4999999999999999,-0.8660254037844387,-0.1353882285497363,0.571871120370419,1.2340990222492882,0.7045568434662153,-0.1085992290194379,-0.9630241935483888,0.49593306
2009-06,357.1,5.878015854600402,0.8302484690830036,74.89999999999999,30.0,-0.2856022146848528,-0.4775647756916453,0.4368358801825623,0.4771171101354099,1.2246467991473532e-16,-1.0,1.2340990222492882,0.1232557575223638,0.8302484690830036,-0.1353882285497363,0.7045568434662153,-0.46877442528735713,-1.3582206
2009-07,258.22258064516126,5.553821928675261,0.4091680329787373,198.1,31.0,0.5455254337567759,0.0364590942634627,0.3593900162874818,0.571892878839176,-0.4999999999999998,-0.8660254037844388,0.8302484690830036,0.0595166383765215,0.4091680329787373,1.2340990222492882,-0.1353882285497363,-0.0831837307152874,-0.2634201
2009-08,104.52258064516128,4.649403130791171,-0.712446841778382,262.9,31.0,0.7423935166880322,0.3644257651139304,0.5386091690328387,0.4276292548814578,-0.8660254037844384,-0.5000000000000004,0.4091680329787373,-0.2429286315223602,-0.712446841778382,0.8302484690830036,1.2340990222492882,-0.23527349228611527,-0.5949774
2009-09,320.6566666666667,5.770370976480149,0.2733829234554275,504.9,30.0,2.0209279614497073,1.6789820215968243,0.8786525875054181,0.956689265281872,-1.0,-1.8369701987210294e-16,-0.712446841778382,-0.4977434082672491,0.2733829234554275,0.4091680329787373,0.8302484690830036,-0.32421389305347503,-0.23955822
2009-10,197.3967741935484,5.285215785394472,-0.2752708679087199,136.8,31.0,-0.4476802887114345,1.3763716369697063,0.7961661369767722,0.6706630643036156,-0.8660254037844386,0.5000000000000001,0.2733829234554275,-0.2315229773039,-0.2752708679087199,-0.712446841778382,0.4091680329787373,-0.1476568489948562,0.25493336
2009-11,85.2,4.44500143383527,-1.1002601404742878,224.3,30.0,0.5313188850183556,1.35332639056423,0.987120547044806,1.0760859489754553,-0.5000000000000004,0.8660254037844384,-0.2752708679087199,0.3990956522978129,-1.1002601404742878,0.2733829234554275,-0.712446841778382,0.07689855072463914,-1.3996291
2009-12,324.43225806451613,5.782076756460632,0.6062778518675644,68.3,29.0,-0.9190969991850052,-0.3304088453229512,0.980221432816275,0.8304554390981375,-2.4492935982947064e-16,1.0,-1.1002601404742878,-0.0685050400131902,0.6062778518675644,-0.2752708679087199,0.2733829234554275,0.3242314165497895,-0.7231016
2010-01,235.16129032258064,5.460271620517558,0.6131133536049269,157.3,31.0,0.8937395386503822,0.1944697292837066,1.0396942822734856,0.8673197313871563,0.4999999999999999,0.8660254037844387,0.6062778518675644,0.8035966194880715,0.6131133536049269,-1.1002601404742878,-0.2752708679087199,0.2985618279569877,-1.0037637
2010-02,104.41428571428573,4.648366502431033,0.0329977521462705,134.9,23.0,1.0160567016744917,0.2312554688576455,1.2528404759385157,1.1846223958218585,0.8660254037844386,0.5000000000000001,0.6131133536049269,0.1031073845294516,0.0329977521462705,0.6062778518675644,-1.1002601404742878,0.5497390416894703,-2.9708614
2010-03,89.8967741935484,4.498662058670818,0.075747256907956,33.8,29.0,-1.0606530413992874,0.4410615634964908,-0.1435415513543781,0.556180922682265,1.0,6.123233995736766e-17,0.0329977521462705,0.1903205010511368,0.075747256907956,0.6131133536049269,0.6062778518675644,0.8234256272401446,-1.6276026
2010-04,163.82000000000002,5.0987682640874565,0.5532924836461977,118.0,30.0,0.0525453245863134,-0.0555768975357945,0.0121035693808532,0.7022717705577518,0.8660254037844387,-0.4999999999999998,0.075747256907956,0.1606904554538486,0.5532924836461977,0.0329977521462705,0.6131133536049269,0.43440277777778036,-1.2429466
2010-05,394.158064516129,5.976752007822111,0.9203995997441484,291.4,28.0,0.9682395330360228,0.3365388229603929,0.195660850502465,1.0111224495958666,0.4999999999999999,-0.8660254037844387,0.5532924836461977,0.5832423802971938,0.9203995997441484,0.075747256907956,0.0329977521462705,0.5543951612903193,-0.73818636
2010-06,537.8333333333334,6.287548722823907,1.239781337306508,312.40000000000003,30.0,1.7621162034679425,1.4509590525515537,1.3599187343581616,1.5705778605499885,1.2246467991473532e-16,-1.0,0.9203995997441484,-0.0838013848498042,1.239781337306508,0.5532924836461977,0.075747256907956,0.326225574712641,-1.1574492
2010-07,833.516129032258,6.725653052972137,1.5809991572756132,359.8,31.0,1.7174843987172053,1.8746847899178576,1.709385387010076,1.8287899447965152,-0.4999999999999998,-0.8660254037844388,1.239781337306508,0.6020617248884497,1.5809991572756132,0.9203995997441484,0.5532924836461977,0.40230014025245353,-0.7351084
2010-08,327.0,5.7899601708972535,0.4281101983277002,132.4,31.0,-0.6828879145886448,1.526273222188042,1.2272220336006086,1.6728282843685656,-0.8660254037844384,-0.5000000000000004,1.5809991572756132,-0.3366172088265315,0.4281101983277002,1.239781337306508,0.9203995997441484,0.4889200561009801,-2.3996093
2010-09,277.96666666666664,5.62750120242483,0.1305131494001088,203.8,24.0,0.1798940226334768,0.6469237915495083,1.2245270437055022,0.8660431138882752,-1.0,-1.8369701987210294e-16,0.4281101983277002,0.3848979488285751,0.1305131494001088,1.5809991572756132,1.239781337306508,-0.05588055972013706,-1.1262882
2010-10,483.03225806451616,6.180083438305484,0.6195967850022921,169.9,31.0,-0.0855451145885994,-0.4704710538273366,1.1411091614050295,0.9258010711708908,-0.8660254037844386,0.5000000000000001,0.1305131494001088,0.335674447941364,0.6195967850022921,0.4281101983277002,1.5809991572756132,-0.091205236091632,-1.1401827
2010-11,332.23333333333335,5.805837533305301,0.2605759589957426,67.3,30.0,-1.130711786014723,-0.7022089446894197,0.5602516524261781,0.5418864382900911,-0.5000000000000004,0.8660254037844384,0.6195967850022921,0.0315263223089452,0.2605759589957426,0.1305131494001088,0.4281101983277002,-0.5551014492753623,0.08052921
2010-12,134.68387096774194,4.902930335844057,-0.2728685687490104,97.1,31.0,-0.4307466617476566,-0.8987773578849764,-0.1756865356367459,0.5685621584412164,-2.4492935982947064e-16,1.0,0.2605759589957426,-0.2113194330903135,-0.2728685687490104,0.6195967850022921,0.1305131494001088,-0.5535105189340825,-1.8255377
2011-01,85.58387096774193,4.449496842119758,-0.3976614247928731,44.0,31.0,-1.3209291026357064,-1.4587639203278404,-1.3053173396448683,0.3435465311753987,0.4999999999999999,0.8660254037844387,-0.2728685687490104,-0.0260623669443564,-0.3976614247928731,0.2605759589957426,0.6195967850022921,-0.7191801075268813,-0.49364138
2011-02,67.8,4.216562194946349,-0.398806555338413,65.3,28.0,-0.0746596996600207,-1.3787628332895387,-1.158155353175928,0.2766691234059492,0.8660254037844386,0.5000000000000001,-0.3976614247928731,-0.1677034008998292,-0.398806555338413,-0.2728685687490104,0.2605759589957426,-0.3245466725962416,0.37262297
2011-03,47.332258064516125,3.857192051728275,-0.5657227500345869,29.5,31.0,-1.189849275720101,-1.558064424383039,-1.7088890863755968,0.1643888566626781,1.0,6.123233995736766e-17,-0.398806555338413,-0.2037032696875966,-0.5657227500345869,-0.3976614247928731,-0.2728685687490104,-0.6901227598566315,-0.48513126
2011-04,66.12333333333333,4.1915216850719075,-0.3539540953693514,60.3,29.0,-0.8004801447440532,-1.3617726017127392,-2.184506530686488,0.0862721094170202,0.8660254037844387,-0.4999999999999998,-0.5657227500345869,-0.0334531231469106,-0.3539540953693514,-0.398806555338413,-0.3976614247928731,-0.6212638888888868,-0.9322982
2011-05,824.7677419354839,6.715101821772413,1.6587494136944505,540.4,31.0,2.1974638683026972,1.383291627619641,0.378950908819931,0.7038576482049445,0.4999999999999999,-0.8660254037844387,-0.3539540953693514,0.5209244024335618,1.6587494136944505,-0.5657227500345869,-0.398806555338413,-0.6752822580645201,-2.0315087
2011-06,545.3666666666667,6.301458351320921,1.2536909658035222,187.1,30.0,0.9023874248634408,1.696157049615003,0.9149679568012754,0.3876914709590055,1.2246467991473532e-16,-1.0,1.6587494136944505,0.5739078061452894,1.2536909658035222,-0.3539540953693514,-0.5657227500345869,-0.061774425287357104,-1.3769879
2011-07,751.0645161290323,6.621491555037102,1.4768376593405783,375.9,30.0,1.81398380425385,2.243433104091263,1.733635946490046,0.4027082825461653,-0.4999999999999998,-0.8660254037844388,1.2536909658035222,0.1248884351192778,1.4768376593405783,1.6587494136944505,-0.3539540953693514,-0.13737727910238462,-0.81164074
