Unnamed: 0,discharge_cfs_mean,log_q,log_q_anomaly,precip_mm_sum,spi_1,spi_3,spi_6,spi_12,month_sin,month_cos,log_q_anomaly_lag1,ym,log_chl_anomaly,log_q_anomaly_lag0,log_q_anomaly_lag2,log_q_anomaly_lag3
2003-04,428.78333333333336,6.060951740842002,0.8080047114871345,132.4,0.3887033253886506,-0.6971936615145485,-1.9736392130287224,-2.561522047486143,0.8660254037844387,-0.4999999999999998,-0.5111400443612224,2003-04,-0.07727661119298102,0.8080047114871345,-0.9425171709586816,-0.91560083709751
2003-05,182.54516129032257,5.206997601534642,-0.3270179503190196,92.7,-0.5622500063588414,-0.6620049475273398,-1.5761322389249233,-2.450614879033104,0.4999999999999999,-0.8660254037844387,0.8080047114871345,2003-05,-0.4126918552130161,-0.3270179503190196,-0.5111400443612224,-0.9425171709586816
2003-06,76.28333333333333,4.3344544784315415,-0.4834520497579628,6.6,-2.4082795619989668,-0.876337144524133,-1.496907045251081,-2.698318382331952,1.2246467991473532e-16,-1.0,-0.3270179503190196,2003-06,0.035104802334456675,-0.4834520497579628,0.8080047114871345,-0.5111400443612224
2003-07,60.36129032258064,4.100348010784823,-0.4482329959784694,126.0,0.1741444369235717,-0.9998457467859262,-1.3189259269002265,-2.4104101473965893,-0.4999999999999998,-0.8660254037844388,-0.4834520497579628,2003-07,0.16706035693807508,-0.4482329959784694,-0.3270179503190196,0.8080047114871345
2003-08,98.25483870967744,4.58756449849014,-0.2942401850848721,126.0,0.0789010545967084,-0.732275940464059,-0.9600778376223366,-2.336428440378783,-0.8660254037844384,-0.5000000000000004,-0.4482329959784694,2003-08,-0.03247374366547007,-0.2942401850848721,-0.4834520497579628,-0.3270179503190196
2003-09,216.32666666666668,5.376789610920151,-0.1825711398487373,162.9,0.5149173052825121,0.2449681880223333,-0.5130290061456623,-2.026937914670178,-1.0,-1.8369701987210294e-16,-0.2942401850848721,2003-09,-0.19799373701389267,-0.1825711398487373,-0.4482329959784694,-0.4834520497579628
2003-10,423.741935483871,6.049124627207063,0.2402176756475409,160.5,0.3755903022017344,0.3630618868615785,-0.5773577425076497,-1.6351469155673566,-0.8660254037844386,0.5000000000000001,-0.1825711398487373,2003-10,-0.31641088110085414,0.2402176756475409,-0.2942401850848721,-0.4482329959784694
2003-11,787.0,6.668228248417403,0.9874235528005526,467.1,2.181980438350274,1.9036783190979163,1.0231421677911712,-0.2054855735441754,-0.5000000000000004,0.8660254037844384,0.2402176756475409,2003-11,1.3001920849557367,0.9874235528005526,-0.1825711398487373,-0.2942401850848721
2003-12,347.64516129032256,5.851182308111685,0.6006644625078241,87.0,-0.5395782346616379,1.2971372871938958,1.0384132939227904,-0.095838966058883,-2.4492935982947064e-16,1.0,0.9874235528005526,2003-12,-0.020828801441339806,0.6006644625078241,0.2402176756475409,-0.1825711398487373
2004-01,187.7741935483871,5.235240142786589,0.1959447530867066,91.5,-0.1874632708750816,1.121705372686408,1.0058589437149312,-0.1244077395054431,0.4999999999999999,0.8660254037844387,0.6006644625078241,2004-01,-0.019342481462008454,0.1959447530867066,0.9874235528005526,0.2402176756475409
2004-02,109.49310344827587,4.695861565065567,-0.167284332793117,107.5,0.5080488849112811,-0.435603048178605,1.0984697516916166,0.064213015433779,0.8660254037844386,0.5000000000000001,0.1959447530867066,2004-02,-0.19790516610122144,-0.167284332793117,0.6006644625078241,0.9874235528005526
2004-03,223.4903225806451,5.409368113700719,0.5868229357976125,257.5,1.954299720197861,1.341248395386616,1.7185712847002774,0.6946143511930539,1.0,6.123233995736766e-17,-0.167284332793117,2004-03,0.1454075584783847,0.5868229357976125,0.1959447530867066,0.6006644625078241
2004-04,257.03333333333336,5.549205778170806,0.296258748815938,28.4,-1.1116918031380074,0.6931898531000371,1.146477570028866,0.3965653548741463,0.8660254037844387,-0.4999999999999998,0.5868229357976125,2004-04,0.340801138482024,0.296258748815938,-0.167284332793117,0.1959447530867066
2004-05,606.0322580645161,6.406933215782153,0.872917663928491,347.7,1.4381745065732523,1.2822133319184548,0.7612893818981163,1.1032887424249247,0.4999999999999999,-0.8660254037844387,0.296258748815938,2004-05,-0.14744521489628326,0.872917663928491,0.5868229357976125,-0.167284332793117
2004-06,178.36666666666667,5.1838413566491495,0.3659348284596451,81.2,-0.0002353993108612,0.5018825092363227,0.9694513717877296,1.2311015342793683,1.2246467991473532e-16,-1.0,0.872917663928491,2004-06,0.20960001372848613,0.3659348284596451,0.296258748815938,0.5868229357976125
2004-07,114.98709677419356,4.744819920104605,0.196238913341312,121.1,0.0985816641488572,0.9547050637134132,0.9769207167069772,1.2293604747133613,-0.4999999999999998,-0.8660254037844388,0.3659348284596451,2004-07,0.13435847925421252,0.196238913341312,0.872917663928491,0.296258748815938
2004-08,177.1290322580645,5.176878462793726,0.2950737792187139,52.5,-1.5692345273272594,-0.7691630833467648,0.631677981619765,1.0404271285856337,-0.8660254037844384,-0.5000000000000004,0.196238913341312,2004-08,-0.0369563780772153,0.2950737792187139,0.3659348284596451,0.872917663928491
2004-09,473.4,6.159940697079883,0.6005799463109947,301.90000000000003,2.113733298452908,0.699557192067054,0.6412543780266938,1.3874700068948225,-1.0,-1.8369701987210294e-16,0.2950737792187139,2004-09,0.01399987222835919,0.6005799463109947,0.196238913341312,0.3659348284596451
2004-10,437.06451612903226,6.080080818361285,0.2711738668017629,111.1,-0.3603909150237142,0.4865167869839822,0.9171091509946552,1.2709694639430114,-0.8660254037844386,0.5000000000000001,0.6005799463109947,2004-10,-0.1436430232073913,0.2711738668017629,0.2950737792187139,0.196238913341312
2004-11,1249.7,7.130658801491738,1.4498541058748875,400.7,1.8047835533828915,2.0163244019255324,1.1008240678149273,1.1582481119405046,-0.5000000000000004,0.8660254037844384,0.2711738668017629,2004-11,-0.007867452356007387,1.4498541058748875,0.6005799463109947,0.2950737792187139
2004-12,577.483870967742,6.358680512945738,1.108162667341877,190.7,0.5843419609214189,1.2403368012938674,1.212692637293434,1.3308002902642155,-2.4492935982947064e-16,1.0,1.4498541058748875,2004-12,0.5721669662142175,1.108162667341877,0.2711738668017629,0.6005799463109947
2005-01,989.3548387096774,6.897053052623151,1.8577576629232688,419.0,3.031275148314821,2.611855594193454,2.381803048291716,2.021208249136783,0.4999999999999999,0.8660254037844387,1.108162667341877,2005-01,1.1035168210339106,1.8577576629232688,1.4498541058748875,0.2711738668017629
2005-02,361.92857142857144,5.891446875860651,1.0283009780019672,30.0,-1.0505463202165055,1.7191161619156845,2.4456759846588567,1.8697962571320437,0.8660254037844386,0.5000000000000001,1.8577576629232688,2005-02,0.48863244388770233,1.0283009780019672,1.108162667341877,1.4498541058748875
2005-03,155.38709677419354,5.045919402145074,0.2233742242419678,3.0999999999999996,-2.228806130741635,1.3122449480717298,1.6561893333000564,1.367894186709534,1.0,6.123233995736766e-17,1.0283009780019672,2005-03,-0.4477735781943051,0.2233742242419678,1.8577576629232688,1.108162667341877
2005-04,364.2,5.897703167293508,0.6447561379386402,314.2,1.625066298049319,0.4211878857240162,2.2084165402514637,1.990288097216319,0.8660254037844387,-0.4999999999999998,0.2233742242419678,2005-04,-0.07706943536530275,0.6447561379386402,1.0283009780019672,1.8577576629232688
2005-05,769.2258064516129,6.645384562880931,1.1113690110272696,254.2,0.8791204724010159,1.0386734447390171,1.797223561461858,1.8627909282272064,0.4999999999999999,-0.8660254037844387,0.6447561379386402,2005-05,0.835598236206553,1.1113690110272696,0.2233742242419678,1.0283009780019672
2005-06,265.26666666666665,5.5807356093247185,0.7628290811352141,117.9,0.5275836795778651,1.4887060842466364,1.7402919768804377,1.8651681828403723,1.2246467991473532e-16,-1.0,1.1113690110272696,2005-06,0.016916757213206957,0.7628290811352141,0.6447561379386402,0.2233742242419678
2005-07,338.2903225806452,5.823904469349259,1.2753234625859662,374.7,2.7239448643749817,1.7738684096228108,1.470465008531703,2.441753640374386,-0.4999999999999998,-0.8660254037844388,0.7628290811352141,2005-07,0.2844446412816257,1.2753234625859662,1.1113690110272696,0.6447561379386402
2005-08,435.4838709677419,6.076457759941374,1.194653076366362,135.5,0.2373627476329614,1.8450324940814729,1.6080122191394668,2.6241191663773837,-0.8660254037844384,-0.5000000000000004,1.2753234625859662,2005-08,0.10677807992466892,1.194653076366362,0.7628290811352141,1.1113690110272696
2005-09,649.8333333333334,6.476715919754542,0.9173551689856536,156.5,0.4226018477514873,1.9237756851759744,1.9706014892985555,2.3058480523776135,-1.0,-1.8369701987210294e-16,1.194653076366362,2005-09,0.250859984213208,0.9173551689856536,1.2753234625859662,0.7628290811352141
2005-10,954.2903225806452,6.860967946515292,1.0520609949557702,286.5,1.740679126123308,1.28266237114405,2.009227028177735,2.6610679499147514,-0.8660254037844386,0.5000000000000001,0.9173551689856536,2005-10,0.5186491711314594,1.0520609949557702,1.194653076366362,1.2753234625859662
2006-02,134.70714285714286,4.903103109903061,0.0399572120443769,25.6,-1.2068900916841838,-0.7204193113719412,,,0.8660254037844386,0.5000000000000001,0.5053778954546582,2006-02,-0.11078637313035711,0.0399572120443769,0.0103321085700738,-0.0083982288762944
2006-03,179.2741935483871,5.188916441353205,0.366371263450099,53.0,-0.354184791978792,-0.1802727794874257,,,1.0,6.123233995736766e-17,0.0399572120443769,2006-03,0.11215896676251047,0.366371263450099,0.5053778954546582,0.0103321085700738
2006-04,459.2,6.129485845005356,0.8765388156504885,196.5,0.9059937515887526,-0.0576783605213876,,,0.8660254037844387,-0.4999999999999998,0.366371263450099,2006-04,0.16305390111422113,0.8765388156504885,0.0399572120443769,0.5053778954546582
2006-05,320.48387096774195,5.769831950500771,0.2358163986471098,245.0,0.817387968418854,0.7116830016719685,0.042119665286919,,0.4999999999999999,-0.8660254037844387,0.8765388156504885,2006-05,-0.16301489359070298,0.2358163986471098,0.366371263450099,0.0399572120443769
2006-06,160.46666666666667,5.0780862366808615,0.2601797084913571,107.2,0.3866041200017168,0.9273626626261174,0.5710365785189272,,1.2246467991473532e-16,-1.0,0.2358163986471098,2006-06,-0.14755150019761443,0.2601797084913571,0.8765388156504885,0.366371263450099
2006-07,131.29677419354837,4.877460212793301,0.3288792060300087,148.2,0.4939693318023572,0.7191056018540033,0.3621087720644523,,-0.4999999999999998,-0.8660254037844388,0.2601797084913571,2006-07,-0.44658240474506994,0.3288792060300087,0.2358163986471098,0.8765388156504885
2006-09,281.5,5.640132447579745,0.0807716968108565,103.1,-0.4689380861732856,0.1458055017652991,0.7065072630125375,,-1.0,-1.8369701987210294e-16,0.3288792060300087,2006-09,0.25774836555095004,0.0807716968108565,0.2601797084913571,0.2358163986471098
2006-10,234.93548387096777,5.459310939732769,-0.3495960118267529,222.7,1.112518961347323,0.5722356169174393,0.7680445487563095,,-0.8660254037844386,0.5000000000000001,0.0807716968108565,2006-10,-0.17635576340204073,-0.3495960118267529,0.3288792060300087,0.2601797084913571
2006-11,224.03333333333333,5.41179485030781,-0.2690098453090401,213.7,0.4624591187088289,0.5195166750702778,0.5936606972637185,0.3817831111222414,-0.5000000000000004,0.8660254037844384,-0.3495960118267529,2006-11,-0.2918736593412288,-0.2690098453090401,0.0807716968108565,0.3288792060300087
2006-12,170.80645161290323,5.140531053550361,-0.1099867920535002,93.4,-0.4490231329336063,0.3492131255814822,0.2738455187015272,0.4868208280149114,-2.4492935982947064e-16,1.0,-0.2690098453090401,2006-12,-0.09907419350893232,-0.1099867920535002,-0.3495960118267529,0.0807716968108565
2007-01,115.90645161290324,4.752783414136425,-0.2865119755634575,107.9,0.0839480319488163,-0.1349017928918398,0.1396042979102317,0.2857198465157444,0.4999999999999999,0.8660254037844387,-0.1099867920535002,2007-01,-0.212304965744037,-0.2865119755634575,-0.2690098453090401,-0.3495960118267529
2007-02,74.02857142857144,4.304451119072697,-0.5586947787859868,73.2,-0.0278739073791673,-0.5306734787065611,-0.0356722772367339,0.4189102928867391,0.8660254037844386,0.5000000000000001,-0.2865119755634575,2007-02,-0.2452498687543867,-0.5586947787859868,-0.1099867920535002,-0.2690098453090401
2007-03,124.49354838709678,4.824253894378089,0.0017087164749822,218.3,1.646120791449662,0.9497581706165727,0.7391045943684768,0.8564458856117042,1.0,6.123233995736766e-17,-0.5586947787859868,2007-03,-0.1758396082470859,0.0017087164749822,-0.2865119755634575,-0.1099867920535002
2007-04,222.24666666666664,5.403787876156306,0.1508408468014384,337.7,1.7473325341364525,1.8327441153988389,1.1653863002596143,1.1826851480845408,0.8660254037844387,-0.4999999999999998,0.0017087164749822,2007-04,-0.17225554271200316,0.1508408468014384,-0.5586947787859868,-0.2865119755634575
2007-05,233.3870967741935,5.452698434580438,-0.0813171172732234,90.9,-0.585950777594831,1.3323619759318588,0.7682988350967309,0.8390628054570154,0.4999999999999999,-0.8660254037844387,0.1508408468014384,2007-05,0.1687278513720354,-0.0813171172732234,0.0017087164749822,-0.5586947787859868
2007-06,153.63,5.034547114142568,0.2166405859530638,145.5,0.856233225455013,1.0372961213366236,1.185329325387153,0.890501504950459,1.2246467991473532e-16,-1.0,-0.0813171172732234,2007-06,0.36468224365372026,0.2166405859530638,0.1508408468014384,0.0017087164749822
