,discharge_cfs_mean,log_q,log_q_anomaly,precip_mm_sum,spi_1,spi_3,spi_6,spi_12,month_sin,month_cos,log_q_anomaly_lag1
1963-04,168.36666666666667,5.126144140805898,0.005877412783685365,174.7,0.6361337501210546,1.2955770847152157,1.2587841730987746,1.3371195628512527,0.8660254037844387,-0.49999999999999983,
1963-05,599.7096774193549,6.396445667145071,0.5749256663234794,226.8,-0.1747929992335074,0.7179867713377956,0.7276002086725626,1.4696369317034448,0.49999999999999994,-0.8660254037844387,0.005877412783685365
1963-06,241.23333333333332,5.485764653203972,-0.18477505267870775,79.0,-2.6748321219766376,-1.2863778890461144,-0.2768742551211148,0.754888862728936,1.2246467991473532e-16,-1.0,0.5749256663234794
1963-07,268.03225806451616,5.591107339179835,0.009021276812354984,265.9,0.5037945834628188,-1.129127146277649,-0.07905934356024878,0.6014997407616842,-0.4999999999999998,-0.8660254037844388,-0.18477505267870775
1963-08,466.03225806451616,6.1442548550442355,0.20391201490713495,241.4,-0.26087565932111034,-1.1040179626304736,-0.37918317104539506,0.23237628342407568,-0.8660254037844384,-0.5000000000000004,0.009021276812354984
1963-09,719.7666666666667,6.578927085412676,0.0804132209129067,252.3,0.12252700823129523,0.07814478408657143,-0.8165089983462902,0.30579839891701116,-1.0,-1.8369701987210297e-16,0.20391201490713495
1963-10,472.16129032258067,6.1573206439988,-0.338506334565122,169.7,-0.4208946687086307,-0.4678013980210196,-1.2397879095730984,-0.23250925642744627,-0.8660254037844386,0.5000000000000001,0.0804132209129067
1963-11,557.6,6.323641859446314,0.17506924380722122,191.8,0.8505164343745678,0.19930021996629554,-0.769152682481293,-0.20010656860046577,-0.5000000000000004,0.8660254037844384,-0.338506334565122
1963-12,203.5483870967742,5.315903751050112,-0.1252103211177067,9.2,-1.786772001312416,-0.22689490937424436,-0.13286264632613004,-0.3158592325569923,-2.4492935982947064e-16,1.0,0.17506924380722122
1964-01,116.96774193548387,4.76189818682965,-0.21281408543980085,7.3,-1.893900004098567,-0.36607569318218924,-0.6134386079873945,-0.5200815801837717,0.49999999999999994,0.8660254037844387,-0.1252103211177067
1964-02,89.20689655172414,4.490958352199555,-0.24600478457147723,21.6,-0.7592851263066058,-2.525884873323479,-0.7068153776055746,-0.7850726630714508,0.8660254037844386,0.5000000000000001,-0.21281408543980085
1964-03,67.2258064516129,4.208057198388111,-0.4836323552809221,20.1,-1.0904761240358718,-2.1531796546230337,-1.2400162693211534,-1.2329279888677411,1.0,6.123233995736766e-17,-0.24600478457147723
1964-04,152.93333333333334,5.030002096587106,-0.09026463143510632,288.59999999999997,1.5123246730354096,0.6206310093491845,0.22492020097006693,-0.8115013338881829,0.8660254037844387,-0.49999999999999983,-0.4836323552809221
1964-05,96.09677419354838,4.565355748228136,-1.2561642525934555,233.1,-0.10657942228449557,0.5859852459469561,-0.3299705940769739,-0.814880959426871,0.49999999999999994,-0.8660254037844387,-0.09026463143510632
1964-06,226.86666666666667,5.424362473398696,-0.24617723248398438,203.9,-0.565313593169525,0.5513868860178234,-0.40101002230886285,-0.3990433253744915,1.2246467991473532e-16,-1.0,-1.2561642525934555
1964-07,174.80645161290323,5.163679371080968,-0.41840669128651253,232.1,0.14798455074117378,-0.45210718528143107,-0.09159341086675431,-0.5385622717539695,-0.4999999999999998,-0.8660254037844388,-0.24617723248398438
1964-08,288.3225806451613,5.6640799250082505,-0.27626291512885004,321.9,0.6312247759055064,0.026303176757984135,0.35211677284305576,-0.23329349054024323,-0.8660254037844384,-0.5000000000000004,-0.41840669128651253
1964-09,350.6333333333333,5.859741043077118,-0.6387728214226511,153.3,-1.229452366227543,-0.27770022815848416,0.1369286158344518,-0.6537547139532942,-1.0,-1.8369701987210297e-16,-0.27626291512885004
1964-10,459.35483870967744,6.129822980480821,-0.3660039980831016,254.29999999999998,0.5928885818420162,-0.005179884136732186,-0.40169211461225574,-0.30059568177168133,-0.8660254037844386,0.5000000000000001,-0.6387728214226511
1964-11,208.56666666666666,5.340258734336208,-0.808313881302885,74.5,-0.7967729218023789,-0.7825495119910569,-0.567135156754869,-0.7633927485755896,-0.5000000000000004,0.8660254037844384,-0.3660039980831016
1964-12,112.38709677419355,4.721949133487247,-0.7191649386805716,28.0,-0.7368450449478271,-0.3474821558425379,-0.4798071650822418,-0.6560694374681301,-2.4492935982947064e-16,1.0,-0.808313881302885
1965-01,83.64516129032258,4.426583581053518,-0.5481286912159327,92.8,1.0384901676903462,-0.5340192544365676,-0.2974088798486725,-0.31889467767920215,0.49999999999999994,0.8660254037844387,-0.7191649386805716
1965-02,64.17857142857143,4.161669376608355,-0.5752937601626771,22.1,-0.7400953818512217,-0.2955598973801472,-0.893160642259994,-0.30598337418330496,0.8660254037844386,0.5000000000000001,-0.5481286912159327
1965-03,54.38709677419355,3.9961269340766545,-0.695562619592379,23.0,-0.9755885534385821,-0.4792464775640047,-0.6424335863199011,-0.23979139656798015,1.0,6.123233995736766e-17,-0.5752937601626771
1965-04,85.7,4.450852825603734,-0.6694139024184782,107.5,-0.07749127141212915,-1.0443751800868954,-1.1640867518106033,-0.9141093354321592,0.8660254037844387,-0.49999999999999983,-0.695562619592379
1965-05,793.6774193548387,6.676677105843113,0.8551571050215214,342.3,0.9188908137139228,0.13534141788823503,-0.10025462089495521,-0.5328198686214464,0.49999999999999994,-0.8660254037844387,-0.6694139024184782
1965-06,256.73333333333335,5.548037932712699,-0.12250177316998112,225.7,-0.30127767580288084,0.21419152543623454,-0.15724803322386172,-0.5053437829004024,1.2246467991473532e-16,-1.0,0.8551571050215214
1965-07,265.7096774193548,5.582404274456103,0.0003182120886222606,590.9,2.977046932552511,2.2114733237716693,1.4596138681043906,0.8299834634369837,-0.4999999999999998,-0.8660254037844388,-0.12250177316998112
1965-08,624.2258064516129,6.436512172224001,0.4961693320869003,239.3,-0.2866513217308391,1.637461455612732,1.3660825355137376,0.5319633245233426,-0.8660254037844384,-0.5000000000000004,0.0003182120886222606
1965-09,592.1333333333333,6.383731834749837,-0.11478202974993224,278.7,0.41989529093849404,2.116237032277489,1.6756585808814384,1.0490642984874516,-1.0,-1.8369701987210297e-16,0.4961693320869003
1965-10,476.3225806451613,6.166095315133965,-0.32973166342995786,223.8,0.2577940832269292,0.07777530576320697,1.8210138759467385,0.9172367338992876,-0.8660254037844386,0.5000000000000001,-0.11478202974993224
1965-11,445.53333333333336,6.09927206640886,-0.049300549230233415,296.7,1.8106987300600392,1.3672773668691136,2.1111853468250494,1.703245545741672,-0.5000000000000004,0.8660254037844384,-0.32973166342995786
1965-12,482.06451612903226,6.178077955983477,0.7369638838156582,139.6,1.5464313656803992,1.7961633840665485,2.676229368484588,2.007097948370209,-2.4492935982947064e-16,1.0,-0.049300549230233415
1966-01,180.74193548387098,5.197070243080138,0.22235797081068753,46.5,0.008092046048822108,2.1951774272971942,1.2914277030316748,1.8662978560298011,0.49999999999999994,0.8660254037844387,0.7369638838156582
1966-02,120.82142857142857,4.794313658605504,0.05735052183447209,32.8,-0.38187684121871074,0.6380585109012866,1.432499748107626,1.842325821584291,0.8660254037844386,0.5000000000000001,0.22235797081068753
1966-03,96.96774193548387,4.574378365827774,-0.11731118784125982,127.8,0.9610218306451133,0.3364493156467842,1.6605422989813785,2.050716774279597,1.0,6.123233995736766e-17,0.05735052183447209
1966-04,128.13333333333333,4.853071388428027,-0.26719533959418484,74.4,-0.5487288235277635,-0.16483716706256357,1.2540665219422915,1.957348033566944,0.8660254037844387,-0.49999999999999983,-0.11731118784125982
1966-05,251.32258064516128,5.526737295845712,-0.2947827049758791,258.1,0.15253109135695764,0.04910457068877406,0.2861421763855178,1.706983627964096,0.49999999999999994,-0.8660254037844387,-0.26719533959418484
1966-06,394.3666666666667,5.977281102591507,0.3067413967088273,284.6,0.3353373894066206,-0.2005801238499456,-0.09078717544686063,1.991174588417745,1.2246467991473532e-16,-1.0,-0.2947827049758791
1966-07,225.74193548387098,5.419392468442487,-0.1626935939249936,256.4,0.40697029772660104,0.3550330357587863,0.09550080965372557,0.9089300451040333,-0.4999999999999998,-0.8660254037844388,0.3067413967088273
1966-08,200.38709677419354,5.300250979783431,-0.6400918603536692,203.6,-0.7503931764289671,-0.054736369481375155,-0.10241088135044833,0.7833413035242167,-0.8660254037844384,-0.5000000000000004,-0.1626935939249936
1966-09,324.76666666666665,5.783106975763186,-0.7154068887365836,193.9,-0.6186222831816607,-0.6597374046304022,-0.6573110648562476,0.5119315704299606,-1.0,-1.8369701987210297e-16,-0.6400918603536692
1966-10,679.8064516129032,6.521808127674326,0.025981149110403834,335.4,1.3717470058272418,0.017843550827148884,0.23461029137221306,0.9217061684646366,-0.8660254037844386,0.5000000000000001,-0.7154068887365836
1966-11,289.53333333333336,5.668270431432612,-0.4803021842064812,50.0,-1.359367827418134,-0.04303377990100111,-0.15616603415761016,-0.01665191808728885,-0.5000000000000004,0.8660254037844384,0.025981149110403834
