train_n,nse
25,0.10806013012413818
38,0.11694124740012035
51,0.024645615014486366
64,-0.14245224065722417
77,-0.21623907575655266
90,0.036641657544058126
103,0.08573979219661865
116,0.048451914325430834
129,-0.1204190979813391
142,-0.11270374995741417
155,-0.19308800844453167
168,0.14558931788035623
